advertiser,campaign,dt,approxDevices,impressions,percentage
adapt,20431,2015-07-07,1,4,25
adapt,20431,2015-07-23,1,50825,0.001967536
adapt,20431,2015-07-24,7307,143883,5.078431781
adapt,20431,2015-07-25,61054,140858,43.34436099
adapt,20431,2015-07-26,50635,143064,35.39325057
adapt,20431,2015-07-27,57254,143556,39.88269386
adapt,20431,2015-07-28,43323,129822,33.37107732
adapt,20431,2015-07-29,42028,153881,27.31201383
adapt,20431,2015-07-30,32701,93546,34.95713339
adapt,20431,2015-07-31,59864,188458,31.76516784
adapt,20431,2015-08-01,63247,321725,19.65871474
adapt,20431,2015-08-02,4,6,66.66666667
adcol,20240,2015-07-09,1,1,100
adcol,20240,2015-07-16,1,1,100
adcol,20240,2015-07-17,1,1,100
adcol,20240,2015-07-28,1,4,25
adcol,20240,2015-07-31,1,1,100
adcol,20240,2015-08-02,1,1,100
adel,20442,2015-07-15,1,2,50
adel,20442,2015-07-27,6006,7900,76.02531646
adel,20442,2015-07-28,8146,11716,69.52884944
adel,20442,2015-07-29,3028,3946,76.73593512
adel,20442,2015-07-30,1,1,100
adel,20442,2015-07-31,8868,11564,76.68626773
adel,20442,2015-08-02,1,1,100
amobee,20364,2015-07-15,1,1,100
amobee,20421,2015-07-03,180145,2469670,7.294294379
amobee,20421,2015-07-04,40241,347491,11.58044381
amobee,20421,2015-07-05,214,259,82.62548263
amobee,20421,2015-07-06,74,101,73.26732673
amobee,20421,2015-07-07,43,61,70.49180328
amobee,20421,2015-07-08,26,44,59.09090909
amobee,20421,2015-07-09,29,47,61.70212766
amobee,20421,2015-07-11,4,5,80
amobee,20421,2015-07-12,8,8,100
amobee,20421,2015-07-13,7,8,87.5
amobee,20421,2015-07-14,9,12,75
amobee,20421,2015-07-15,1,1,100
amobee,20421,2015-07-19,1,1,100
amobee,20421,2015-07-21,1,1,100
amobee,20421,2015-07-23,1,1,100
amobee,20421,2015-07-24,1,1,100
amobee,20421,2015-07-25,1,1,100
amobee,20421,2015-07-26,1,1,100
amp,20449,2015-07-22,5498,48404,11.35856541
amp,20449,2015-07-23,7312,24026,30.43369683
amp,20453,2015-07-23,2482,6016,41.25664894
amp,20453,2015-07-24,19735,89154,22.13585481
amp,20453,2015-07-25,23605,105828,22.30506104
amp,20453,2015-07-26,22549,111601,20.20501608
amp,20453,2015-07-27,20878,91479,22.82272434
amp,20453,2015-07-28,32955,160971,20.47263172
amp,20453,2015-07-29,30941,158173,19.5614928
amp,20453,2015-07-30,26400,133215,19.81758811
amp,20453,2015-07-31,26939,121126,22.24047686
amp,20453,2015-08-01,36659,171862,21.33048609
amp,20453,2015-08-02,35656,180685,19.73379085
cbsi,20257,2015-07-04,1,2,50
cbsi,20257,2015-07-05,1,2,50
cbsi,20257,2015-07-06,1,6,16.66666667
cbsi,20257,2015-07-07,1,8,12.5
cbsi,20257,2015-07-08,1,2,50
cbsi,20257,2015-07-09,1,8,12.5
cbsi,20257,2015-07-12,1,2,50
cbsi,20257,2015-07-13,1,2,50
cbsi,20257,2015-07-14,1,6,16.66666667
cbsi,20257,2015-07-15,1,4,25
cbsi,20257,2015-07-17,1,6,16.66666667
cbsi,20257,2015-07-20,1,8,12.5
cbsi,20257,2015-07-21,1,6,16.66666667
cbsi,20257,2015-07-22,1,4,25
cbsi,20257,2015-07-23,1,18,5.555555556
cbsi,20257,2015-07-24,1,2,50
cbsi,20257,2015-07-26,1,2,50
cbsi,20257,2015-07-27,1,2,50
cbsi,20257,2015-07-28,1,8,12.5
cbsi,20257,2015-07-29,1,2,50
cbsi,20257,2015-07-30,1,8,12.5
cbsi,20257,2015-07-31,1,4,25
crisp,20428,2015-07-06,1,4,25
crisp,20428,2015-07-07,11166,14130,79.02335456
crisp,20428,2015-07-09,1,1,100
crisp,20428,2015-07-13,1,1,100
dedi,20443,2015-07-15,1,1,100
dedi,20443,2015-07-21,2,28,7.142857143
dedi,20443,2015-07-22,1,17,5.882352941
dedi,20443,2015-07-23,1,76,1.315789474
dedi,20443,2015-07-24,1,46,2.173913043
dedi,20443,2015-07-25,1,3,33.33333333
dedi,20443,2015-07-26,1,3,33.33333333
dedi,20443,2015-07-27,2,18,11.11111111
dedi,20443,2015-07-28,1,19,5.263157895
dedi,20443,2015-07-29,2,16,12.5
dedi,20443,2015-07-30,1,17,5.882352941
dedi,20443,2015-07-31,1,34,2.941176471
dedi,20443,2015-08-01,1,1,100
dedi,20443,2015-08-02,1,1,100
ebay,20394,2015-07-03,1,4,25
espn,20260,2015-07-31,1,1,100
goog,20309,2015-07-07,1,2,50
goog,20309,2015-07-09,1,2,50
goog,20309,2015-07-14,1,2,50
goog,20309,2015-07-21,1,2,50
goog,20309,2015-07-24,1,2,50
goog,20309,2015-07-28,1,2,50
goog,20309,2015-07-31,1,5,20
goog,20309,2015-08-01,1,1,100
haw,20384,2015-07-03,125164,268731,46.57594397
haw,20384,2015-07-04,140817,276453,50.93704897
haw,20384,2015-07-05,132490,282684,46.86858825
haw,20384,2015-07-06,172061,293839,58.55621616
haw,20384,2015-07-07,134030,201222,66.60802497
haw,20384,2015-07-08,83746,116870,71.65739711
haw,20384,2015-07-09,98728,133938,73.71171736
haw,20384,2015-07-10,7,7,100
haw,20384,2015-07-11,138454,243001,56.97672026
haw,20384,2015-07-12,117431,176819,66.41311171
haw,20384,2015-07-13,90238,138795,65.01531035
haw,20384,2015-07-14,78016,128764,60.58836321
haw,20384,2015-07-15,52105,69736,74.71750602
haw,20384,2015-07-16,12211,33966,35.95065654
haw,20384,2015-07-17,52041,93368,55.73751178
haw,20384,2015-07-18,53827,98471,54.66279412
haw,20384,2015-07-19,12,14,85.71428571
haw,20384,2015-07-20,1,1,100
haw,20384,2015-07-21,3,3,100
haw,20384,2015-07-22,2,4,50
haw,20384,2015-07-24,3,3,100
haw,20384,2015-07-25,1,1,100
haw,20384,2015-07-27,1,1,100
haw,20384,2015-07-28,2,2,100
haw,20384,2015-07-29,2,2,100
haw,20384,2015-07-30,4,4,100
haw,20384,2015-07-31,1,2,50
haw,20384,2015-08-01,1,1,100
haw,20384,2015-08-02,1,1,100
hill,20353,2015-07-06,30823,101566,30.34775417
hill,20353,2015-07-07,55212,129187,42.7380464
hill,20353,2015-07-08,62426,148113,42.14754951
hill,20353,2015-07-09,105613,254290,41.53250226
hill,20353,2015-07-10,3,3,100
hill,20353,2015-07-11,94761,263911,35.906423
hill,20353,2015-07-12,88508,268038,33.0206911
hill,20353,2015-07-13,109563,257836,42.49329031
hill,20353,2015-07-14,115140,251438,45.79260096
hill,20353,2015-07-15,32688,67203,48.64068568
hill,20353,2015-07-16,30107,50695,59.38849985
hill,20353,2015-07-17,134685,242998,55.42638211
hill,20353,2015-07-18,130630,248088,52.65470317
hill,20353,2015-07-19,129724,233263,55.61276328
hill,20353,2015-07-20,139893,255218,54.81314014
hill,20353,2015-07-21,131527,257278,51.12252116
hill,20353,2015-07-22,119767,243857,49.11361987
hill,20353,2015-07-23,125604,266070,47.20712594
hill,20353,2015-07-24,413547,1139527,36.29111026
hill,20353,2015-07-25,386054,898297,42.97620943
hill,20353,2015-07-26,223222,427049,52.2708167
hill,20353,2015-07-27,170393,343059,49.66871588
hill,20353,2015-07-28,192006,378275,50.75831075
hill,20353,2015-07-29,165820,355145,46.69078827
hill,20353,2015-07-30,192398,337045,57.0837722
hill,20353,2015-07-31,178159,328794,54.18559949
hill,20353,2015-08-01,186146,324561,57.3531632
hill,20353,2015-08-02,180407,312483,57.7333807
jun,20352,2015-07-06,5546,7571,73.25320301
jun,20352,2015-07-07,4677,6729,69.50512706
mblthry,20447,2015-07-20,2,6,33.33333333
mdmath,20305,2015-07-05,1,6,16.66666667
mfuse,20406,2015-07-09,1,1,100
mfuse,20406,2015-07-14,1346,6737,19.97921924
mfuse,20406,2015-07-15,5049,5023,100.517619
mfuse,20406,2015-07-16,238,231,103.030303
mfuse,20406,2015-07-17,1,2,50
mfuse,20406,2015-07-18,2804,2838,98.80197322
mfuse,20406,2015-07-21,2225,2414,92.17067109
mfuse,20406,2015-07-22,1037,1041,99.61575408
mfuse,20406,2015-07-23,1212,1268,95.58359621
mfuse,20406,2015-07-24,882,821,107.4299635
mfuse,20406,2015-07-25,658,644,102.173913
mfuse,20406,2015-07-26,802,845,94.9112426
mfuse,20406,2015-07-27,1258,1285,97.89883268
microsoft,20333,2015-07-05,1,3,33.33333333
mshare,20423,2015-07-16,5,2023,0.247157687
mshare,20423,2015-07-17,5,353,1.416430595
mshare,20423,2015-07-18,29446,112047,26.2800432
mshare,20423,2015-07-19,170978,2630108,6.500797686
mshare,20423,2015-07-20,203423,2784156,7.306451219
mshare,20423,2015-07-21,241867,4311639,5.60963012
mshare,20423,2015-07-22,429652,2329845,18.44122678
mshare,20423,2015-07-23,931677,2819127,33.04842244
mshare,20423,2015-07-24,1248181,3792833,32.90893641
mshare,20423,2015-07-25,1273887,3803018,33.49673864
mshare,20423,2015-07-26,1320894,3838512,34.41161575
mshare,20423,2015-07-27,1236735,3950915,31.30249575
mshare,20423,2015-07-28,1047791,4187187,25.02374506
mshare,20423,2015-07-29,995368,3720761,26.7517317
mshare,20423,2015-07-30,998106,4612344,21.63988636
mshare,20423,2015-07-31,1261109,6736146,18.72152118
mshare,20423,2015-08-01,1092504,4417999,24.72848002
mshare,20423,2015-08-02,1185496,4219468,28.09586422
nd,20300,2015-07-14,1,1,100
nd,20307,2015-07-06,2,2,100
nd,20307,2015-07-07,2,2,100
nd,20307,2015-07-08,1,1,100
nd,20307,2015-07-21,1,1,100
nd,20307,2015-07-26,1,1,100
nd,20311,2015-07-03,31471,204524,15.38743619
nd,20311,2015-07-04,28881,204833,14.09977884
nd,20311,2015-07-05,24232,199169,12.16655202
nd,20311,2015-07-06,19074,155259,12.28527815
nd,20311,2015-07-07,50149,282592,17.74607915
nd,20311,2015-07-08,17884,140812,12.70062211
nd,20311,2015-07-09,19111,163086,11.71835719
nd,20311,2015-07-10,2,16,12.5
nd,20311,2015-07-11,8340,117816,7.078834793
nd,20311,2015-07-12,9948,117677,8.453648546
nd,20311,2015-07-13,10503,260657,4.029433317
nd,20311,2015-07-14,3628,132945,2.728948061
nd,20311,2015-07-15,1484,10828,13.70520872
nd,20311,2015-07-16,288,8050,3.577639752
nd,20311,2015-07-17,1754,508986,0.344606728
nd,20311,2015-07-18,2047,430134,0.475898208
nd,20311,2015-07-19,1521,2280,66.71052632
nd,20311,2015-07-20,66,83,79.51807229
nd,20311,2015-07-21,1,1,100
nd,20311,2015-07-23,1,1,100
nd,20311,2015-07-25,1,1,100
nd,20311,2015-07-30,1,1,100
nd,20332,2015-07-06,1,1,100
nd,20332,2015-07-07,1,2,50
nd,20346,2015-07-03,154648,735580,21.02395389
nd,20346,2015-07-04,175571,701843,25.01570864
nd,20346,2015-07-05,187427,954420,19.63779049
nd,20346,2015-07-06,92827,454218,20.43666257
nd,20346,2015-07-07,223,248,89.91935484
nd,20346,2015-07-08,87,94,92.55319149
nd,20346,2015-07-09,47,64,73.4375
nd,20346,2015-07-11,34,35,97.14285714
nd,20346,2015-07-12,14,18,77.77777778
nd,20346,2015-07-13,10,10,100
nd,20346,2015-07-14,9,9,100
nd,20346,2015-07-15,1,1,100
nd,20346,2015-07-16,3,3,100
nd,20346,2015-07-17,4,4,100
nd,20346,2015-07-18,4,4,100
nd,20346,2015-07-19,1,1,100
nd,20346,2015-07-23,1,2,50
nd,20354,2015-07-07,1,3,33.33333333
nd,20382,2015-07-03,344467,2276618,15.13064555
nd,20382,2015-07-04,198041,1201783,16.47893172
nd,20382,2015-07-05,475,646,73.52941176
nd,20382,2015-07-06,166,195,85.12820513
nd,20382,2015-07-07,83,88,94.31818182
nd,20382,2015-07-08,34,47,72.34042553
nd,20382,2015-07-09,34,41,82.92682927
nd,20382,2015-07-11,8,10,80
nd,20382,2015-07-12,8,12,66.66666667
nd,20382,2015-07-13,14,16,87.5
nd,20382,2015-07-14,6,8,75
nd,20382,2015-07-15,4,4,100
nd,20382,2015-07-16,4,4,100
nd,20382,2015-07-17,4,4,100
nd,20382,2015-07-18,5,7,71.42857143
nd,20382,2015-07-19,2,2,100
nd,20382,2015-07-20,1,1,100
nd,20382,2015-07-21,2,2,100
nd,20382,2015-07-23,1,2,50
nd,20382,2015-07-25,1,2,50
nd,20382,2015-08-02,1,1,100
nd,20385,2015-07-03,102572,255563,40.13570039
nd,20385,2015-07-04,86136,200892,42.87676961
nd,20385,2015-07-05,106174,248477,42.72991062
nd,20385,2015-07-06,125734,354868,35.43120259
nd,20385,2015-07-07,155356,421222,36.88221413
nd,20385,2015-07-08,173619,489530,35.46646784
nd,20385,2015-07-09,170423,418761,40.6969608
nd,20385,2015-07-10,6,7,85.71428571
nd,20385,2015-07-11,110528,354061,31.21721963
nd,20385,2015-07-12,119986,359380,33.38694418
nd,20385,2015-07-13,190153,981785,19.36808975
nd,20385,2015-07-14,443908,7114937,6.239099517
nd,20385,2015-07-15,166993,1450651,11.51159031
nd,20385,2015-07-16,160439,617827,25.96827267
nd,20385,2015-07-17,67922,406478,16.70988344
nd,20385,2015-07-18,46504,177202,26.24349612
nd,20385,2015-07-19,42730,161759,26.41584085
nd,20385,2015-07-20,289521,2183643,13.25862332
nd,20385,2015-07-21,342976,4884724,7.021399776
nd,20385,2015-07-22,196110,1919433,10.21707973
nd,20385,2015-07-23,115314,736155,15.66436416
nd,20385,2015-07-24,145265,707483,20.53264884
nd,20385,2015-07-25,152261,743844,20.46948016
nd,20385,2015-07-26,141389,674283,20.96879204
nd,20385,2015-07-27,177108,690365,25.65425536
nd,20385,2015-07-28,182809,673869,27.12826974
nd,20385,2015-07-29,137817,421641,32.68586309
nd,20385,2015-07-30,134770,643921,20.92958608
nd,20385,2015-07-31,166390,1041268,15.9795557
nd,20385,2015-08-01,126271,695411,18.15775132
nd,20385,2015-08-02,116992,555731,21.05191181
nd,20388,2015-07-03,22389,44255,50.59089368
nd,20388,2015-07-04,4706,6754,69.67722831
nd,20388,2015-07-05,4,4,100
nd,20388,2015-07-07,2444,3299,74.08305547
nd,20388,2015-07-08,12063,21802,55.32978626
nd,20388,2015-07-09,2864,4670,61.32762313
nd,20388,2015-07-11,2395,4132,57.96224589
nd,20388,2015-07-12,2488,4131,60.22754781
nd,20388,2015-07-13,2630,4330,60.73903002
nd,20388,2015-07-14,2677,3806,70.33631109
nd,20388,2015-07-15,47,60,78.33333333
nd,20388,2015-07-16,389,412,94.41747573
nd,20388,2015-07-17,2772,3964,69.92936428
nd,20388,2015-07-18,2322,3444,67.42160279
nd,20388,2015-07-19,2449,3530,69.37677054
nd,20388,2015-07-20,1996,3121,63.95386094
nd,20388,2015-07-21,2218,3528,62.86848073
nd,20388,2015-07-22,1808,3157,57.26955971
nd,20388,2015-07-23,1838,2912,63.11813187
nd,20388,2015-07-24,1915,2874,66.63187196
nd,20388,2015-07-25,1629,2774,58.72386446
nd,20388,2015-07-26,1882,2791,67.43102831
nd,20388,2015-07-27,1660,2482,66.88154714
nd,20388,2015-07-28,1571,2425,64.78350515
nd,20388,2015-07-29,1530,2215,69.0744921
nd,20388,2015-07-30,7323,15405,47.53651412
nd,20388,2015-07-31,5325,6788,78.44725987
nd,20388,2015-08-01,1126,1439,78.24878388
nd,20388,2015-08-02,707,783,90.29374202
nd,20392,2015-07-03,1,1,100
nd,20392,2015-07-04,2,2,100
nd,20392,2015-07-12,1,1,100
nd,20392,2015-07-13,1,1,100
nd,20392,2015-07-21,1,1,100
nd,20392,2015-07-28,1,7,14.28571429
nd,20398,2015-07-03,45424,90070,50.43188631
nd,20398,2015-07-04,41208,75955,54.25317622
nd,20398,2015-07-05,38607,79651,48.47020125
nd,20398,2015-07-06,46135,99414,46.4069447
nd,20398,2015-07-07,49350,81443,60.59452623
nd,20398,2015-07-08,59427,94462,62.91101184
nd,20398,2015-07-09,48781,83571,58.37072669
nd,20398,2015-07-10,2,2,100
nd,20398,2015-07-11,46844,105767,44.28980684
nd,20398,2015-07-12,47953,107625,44.55563298
nd,20398,2015-07-13,76645,130970,58.52103535
nd,20398,2015-07-14,83144,189706,43.82781778
nd,20398,2015-07-15,17116,28016,61.09366077
nd,20398,2015-07-16,24131,49855,48.40236686
nd,20398,2015-07-17,47755,80779,59.11808762
nd,20398,2015-07-18,62058,92169,67.33066432
nd,20398,2015-07-19,47147,64433,73.17213229
nd,20398,2015-07-20,17,97,17.5257732
nd,20398,2015-07-21,1,1,100
nd,20398,2015-07-23,1,1,100
nd,20398,2015-07-29,1,1,100
nd,20398,2015-07-30,1,1,100
nd,20401,2015-07-03,32591,68521,47.56352067
nd,20401,2015-07-04,32894,70467,46.68000624
nd,20401,2015-07-05,34137,77506,44.04433205
nd,20401,2015-07-06,36946,76710,48.1632121
nd,20401,2015-07-07,42558,97521,43.63983142
nd,20401,2015-07-08,35884,90564,39.62280818
nd,20401,2015-07-09,36357,87992,41.31852896
nd,20401,2015-07-11,40237,86583,46.47217121
nd,20401,2015-07-12,39893,85764,46.51485472
nd,20401,2015-07-13,38765,87149,44.48129066
nd,20401,2015-07-14,39212,83962,46.70207951
nd,20401,2015-07-15,18109,35246,51.37887987
nd,20401,2015-07-16,11528,27901,41.3175155
nd,20401,2015-07-17,96099,436269,22.02746471
nd,20401,2015-07-18,56356,157602,35.75842946
nd,20401,2015-07-19,34249,79259,43.21149649
nd,20401,2015-07-20,33122,78681,42.09656715
nd,20401,2015-07-21,32971,60917,54.12446444
nd,20401,2015-07-22,21564,61622,34.99399565
nd,20401,2015-07-23,21917,58789,37.28078382
nd,20401,2015-07-24,22148,59692,37.1037995
nd,20401,2015-07-25,24662,53396,46.1869803
nd,20401,2015-07-26,20287,60111,33.74923059
nd,20401,2015-07-27,25492,58961,43.23535897
nd,20401,2015-07-28,30796,62318,49.41750377
nd,20401,2015-07-29,28768,65304,44.0524317
nd,20401,2015-07-30,29585,71031,41.65082851
nd,20401,2015-07-31,35278,72164,48.88587107
nd,20401,2015-08-01,44966,93312,48.18887174
nd,20401,2015-08-02,44264,85978,51.4829375
nd,20405,2015-07-03,78808,233079,33.81171191
nd,20405,2015-07-04,70853,216188,32.77378948
nd,20405,2015-07-05,88773,288400,30.78120666
nd,20405,2015-07-06,163404,913785,17.88210575
nd,20405,2015-07-07,232647,1869763,12.44259299
nd,20405,2015-07-08,197327,1597238,12.35426405
nd,20405,2015-07-09,118238,973519,12.14542295
nd,20405,2015-07-10,24,71,33.8028169
nd,20405,2015-07-11,71548,654971,10.92384243
nd,20405,2015-07-12,60079,581925,10.32418267
nd,20405,2015-07-13,34242,286732,11.94216202
nd,20405,2015-07-14,63996,284510,22.49340972
nd,20405,2015-07-15,12066,39193,30.78610976
nd,20405,2015-07-16,6015,26149,23.00279169
nd,20405,2015-07-17,1,36,2.777777778
nd,20405,2015-07-18,2,42,4.761904762
nd,20405,2015-07-19,2,5,40
nd,20405,2015-07-20,1,1,100
nd,20405,2015-07-24,1,1,100
nd,20405,2015-07-27,1,14,7.142857143
nd,20405,2015-07-28,1,12,8.333333333
nd,20407,2015-07-03,1,8,12.5
nd,20407,2015-07-04,1,8,12.5
nd,20413,2015-07-03,282,867,32.52595156
nd,20413,2015-07-04,205,301,68.10631229
nd,20413,2015-07-05,209,321,65.10903427
nd,20413,2015-07-06,5966,13447,44.36677326
nd,20413,2015-07-07,8450,18940,44.61457233
nd,20413,2015-07-08,7392,21604,34.21588595
nd,20413,2015-07-09,7636,25966,29.40768698
nd,20413,2015-07-10,2,4,50
nd,20413,2015-07-11,2426,11728,20.68553888
nd,20413,2015-07-12,2747,13839,19.84970012
nd,20413,2015-07-13,7428,23845,31.15118473
nd,20413,2015-07-14,9037,34938,25.86581945
nd,20413,2015-07-15,3905,14753,26.46919271
nd,20413,2015-07-16,17228,31685,54.37273158
nd,20413,2015-07-17,8844,29256,30.22969647
nd,20413,2015-07-18,5926,26988,21.95790722
nd,20413,2015-07-19,6289,22003,28.58246603
nd,20413,2015-07-20,19600,46971,41.72787465
nd,20413,2015-07-21,36065,78428,45.98485235
nd,20413,2015-07-22,23240,60740,38.26144221
nd,20413,2015-07-23,35968,237043,15.17361829
nd,20413,2015-07-24,26047,113435,22.96204875
nd,20413,2015-07-25,33046,142634,23.16838902
nd,20413,2015-07-26,29816,122332,24.37301769
nd,20413,2015-07-27,26866,114106,23.54477416
nd,20413,2015-07-28,29939,150993,19.8280715
nd,20413,2015-07-29,26889,132905,20.23174448
nd,20413,2015-07-30,42576,191931,22.18297201
nd,20413,2015-07-31,47136,230701,20.43164096
nd,20413,2015-08-01,40650,208877,19.46121402
nd,20413,2015-08-02,34175,169840,20.12187942
nd,20414,2015-07-03,18738,88309,21.21867533
nd,20414,2015-07-04,15516,73810,21.0215418
nd,20414,2015-07-05,12878,57650,22.33824805
nd,20414,2015-07-06,17150,70443,24.34592507
nd,20414,2015-07-07,14307,53724,26.63055618
nd,20414,2015-07-08,25041,102068,24.53364424
nd,20414,2015-07-09,26295,116674,22.53715481
nd,20414,2015-07-11,27849,115153,24.18434604
nd,20414,2015-07-12,31636,119384,26.4993634
nd,20414,2015-07-13,34958,114066,30.64716918
nd,20414,2015-07-14,18185,85635,21.23547615
nd,20414,2015-07-15,5487,20528,26.72934528
nd,20414,2015-07-16,2664,22594,11.7907409
nd,20414,2015-07-17,1270,14402,8.818219692
nd,20414,2015-07-18,1979,19364,10.21999587
nd,20414,2015-07-19,1878,17921,10.47932593
nd,20414,2015-07-20,4386,39564,11.08583561
nd,20414,2015-07-21,5014,63550,7.889850511
nd,20414,2015-07-22,5048,53118,9.503369856
nd,20414,2015-07-23,6215,74094,8.38799363
nd,20414,2015-07-24,5278,87227,6.050878742
nd,20414,2015-07-25,6375,84060,7.583868665
nd,20414,2015-07-26,5966,77738,7.674496385
nd,20414,2015-07-27,8746,95697,9.139262464
nd,20414,2015-07-28,11156,129826,8.593039915
nd,20414,2015-07-29,8976,85306,10.52212037
nd,20414,2015-07-30,12385,182391,6.79035698
nd,20414,2015-07-31,17813,193319,9.214303819
nd,20414,2015-08-01,14836,189855,7.814384662
nd,20414,2015-08-02,12338,166197,7.423720043
nd,20420,2015-07-03,14062,126108,11.15075967
nd,20420,2015-07-04,45,50,90
nd,20420,2015-07-05,3,5,60
nd,20420,2015-07-06,3,13,23.07692308
nd,20420,2015-07-07,1,4,25
