advertiser,campaign,dt,approxDevices,impressions,percentage
zom,20351,2015-07-19,32577,83457,39.03447284
zom,20351,2015-07-20,27037,70152,38.54059756
zom,20351,2015-07-21,32026,102658,31.19678934
zom,20351,2015-07-22,26249,101979,25.73961306
zom,20351,2015-07-23,21978,91490,24.02229752
zom,20351,2015-07-24,31297,108824,28.75928104
zom,20351,2015-07-25,34370,131903,26.05702675
zom,20351,2015-07-26,34346,142832,24.04643217
zom,20351,2015-07-27,43248,147621,29.29664479
zom,20351,2015-07-28,43146,136279,31.66005034
zom,20351,2015-07-29,96801,381897,25.34741043
zom,20351,2015-07-30,202040,1012733,19.94997694
zom,20351,2015-07-31,173415,889974,19.4854007
zom,20351,2015-08-01,132053,714598,18.47934083
zom,20351,2015-08-02,46982,205426,22.87052272
zom,20367,2015-07-06,1,1,100
zom,20367,2015-07-07,1,1,100
zom,20367,2015-07-08,1,1,100
zom,20367,2015-07-12,1,1,100
zom,20367,2015-07-13,1,1,100
zom,20367,2015-08-02,1,1,100
zom,20370,2015-07-03,1,4,25
zom,20371,2015-07-03,1,4,25
zom,20371,2015-07-05,1,4,25
zom,20372,2015-07-03,24925,59909,41.60476723
zom,20372,2015-07-04,25870,85107,30.39702962
zom,20372,2015-07-05,28257,89775,31.47535505
zom,20372,2015-07-06,27339,90258,30.2898358
zom,20372,2015-07-07,36134,152676,23.66711205
zom,20372,2015-07-08,35943,164722,21.82040043
zom,20372,2015-07-09,44059,175959,25.03935576
zom,20372,2015-07-10,9,17,52.94117647
zom,20372,2015-07-11,41269,365847,11.28039864
zom,20372,2015-07-12,40165,555463,7.230904669
zom,20372,2015-07-13,44070,350903,12.55902628
zom,20372,2015-07-14,43626,407095,10.71641754
zom,20372,2015-07-15,6993,294246,2.376582859
zom,20372,2015-07-16,25672,400267,6.413718843
zom,20372,2015-07-17,34868,560038,6.226006092
zom,20372,2015-07-18,28221,530815,5.316541545
zom,20372,2015-07-19,32709,679277,4.81526682
zom,20372,2015-07-20,32683,718878,4.546390347
zom,20372,2015-07-21,29608,556425,5.321112459
zom,20372,2015-07-22,38108,567170,6.718973147
zom,20372,2015-07-23,29331,588535,4.983730789
zom,20372,2015-07-24,32882,618138,5.319524119
zom,20372,2015-07-25,30274,587097,5.156558456
zom,20372,2015-07-26,34125,848256,4.02296005
zom,20372,2015-07-27,25680,833553,3.080787904
zom,20372,2015-07-28,21430,713152,3.004969488
zom,20372,2015-07-29,25626,626317,4.09153831
zom,20372,2015-07-30,28546,692445,4.122493483
zom,20372,2015-07-31,28480,668946,4.2574438
zom,20372,2015-08-01,31479,505996,6.221195424
zom,20372,2015-08-02,31243,665317,4.695956965
zom,20373,2015-07-03,10,10,100
zom,20373,2015-07-04,2,2,100
zom,20373,2015-07-05,4,4,100
zom,20373,2015-07-06,9,10,90
zom,20373,2015-07-07,5,5,100
zom,20373,2015-07-08,5,5,100
zom,20373,2015-07-09,6,6,100
zom,20373,2015-07-11,4,4,100
zom,20373,2015-07-12,2,2,100
zom,20373,2015-07-13,5,5,100
zom,20373,2015-07-14,1,1,100
zom,20373,2015-07-16,4,21,19.04761905
zom,20373,2015-07-17,5,28,17.85714286
zom,20373,2015-07-18,2,2,100
zom,20373,2015-07-19,3,3,100
zom,20373,2015-07-20,3,3,100
zom,20373,2015-07-21,3,3,100
zom,20373,2015-07-22,3,3,100
zom,20373,2015-07-23,2,2,100
zom,20373,2015-07-24,4,4,100
zom,20373,2015-07-25,2,2,100
zom,20373,2015-07-26,4,4,100
zom,20373,2015-07-27,2,2,100
zom,20373,2015-07-28,3,3,100
zom,20373,2015-08-01,4,4,100
zom,20373,2015-08-02,2,2,100
zom,20374,2015-07-03,1,30,3.333333333
zom,20374,2015-07-05,1,1,100
zom,20375,2015-07-03,5,63,7.936507937
zom,20375,2015-07-04,4,32,12.5
zom,20375,2015-07-05,3,37,8.108108108
zom,20375,2015-07-06,2,21,9.523809524
zom,20375,2015-07-07,2,27,7.407407407
zom,20375,2015-07-08,3,19,15.78947368
zom,20375,2015-07-09,1,4,25
zom,20375,2015-07-11,2,5,40
zom,20375,2015-07-12,2,4,50
zom,20375,2015-07-13,4,10,40
zom,20375,2015-07-14,2,7,28.57142857
zom,20375,2015-07-15,1,2,50
zom,20375,2015-07-16,2,2,100
zom,20375,2015-07-17,2,4,50
zom,20375,2015-07-18,1,2,50
zom,20375,2015-07-19,2,3,66.66666667
zom,20375,2015-07-20,2,5,40
zom,20375,2015-07-21,3,4,75
zom,20375,2015-07-22,2,3,66.66666667
zom,20375,2015-07-23,2,6,33.33333333
zom,20375,2015-07-24,1,3,33.33333333
zom,20375,2015-07-25,2,3,66.66666667
zom,20375,2015-07-26,2,5,40
zom,20375,2015-07-27,2,2,100
zom,20375,2015-07-29,1,4,25
zom,20375,2015-07-30,1,3,33.33333333
zom,20375,2015-07-31,2,5,40
zom,20375,2015-08-01,3,10,30
zom,20375,2015-08-02,1,3,33.33333333
zom,20376,2015-07-04,1,1,100
zom,20376,2015-07-05,1,1,100
zom,20376,2015-07-07,1,1,100
zom,20376,2015-07-11,1,1,100
zom,20376,2015-07-27,1,1,100
zom,20377,2015-07-03,1,1,100
zom,20377,2015-07-08,1,6492,0.015403574
zom,20377,2015-07-09,1,3,33.33333333
zom,20377,2015-07-19,1,2,50
zom,20377,2015-07-29,1,1,100
zom,20377,2015-07-30,1,1,100
zom,20378,2015-07-03,34047,282051,12.07122116
zom,20378,2015-07-04,32819,284895,11.51968269
zom,20378,2015-07-05,29785,287893,10.34585766
zom,20378,2015-07-06,54259,366618,14.79987344
zom,20378,2015-07-07,121135,689607,17.56580197
zom,20378,2015-07-08,193894,963510,20.12371434
zom,20378,2015-07-09,171873,808696,21.25310376
zom,20378,2015-07-10,8,11,72.72727273
zom,20378,2015-07-11,130092,919262,14.15178698
zom,20378,2015-07-12,114238,831696,13.7355476
zom,20378,2015-07-13,209583,1303193,16.0822687
zom,20378,2015-07-14,224191,1406284,15.94208567
zom,20378,2015-07-15,95514,497254,19.20829194
zom,20378,2015-07-16,70139,392737,17.85902525
zom,20378,2015-07-17,153975,1000643,15.38760577
zom,20378,2015-07-18,148191,1096348,13.51678482
zom,20378,2015-07-19,151684,1009736,15.0221444
zom,20378,2015-07-20,220575,1274216,17.31064435
zom,20378,2015-07-21,238810,1391395,17.16335045
zom,20378,2015-07-22,210843,1254307,16.80952111
zom,20378,2015-07-23,206857,1099576,18.81243316
zom,20378,2015-07-24,197849,1066400,18.552982
zom,20378,2015-07-25,179692,988459,18.17900388
zom,20378,2015-07-26,180009,1058391,17.00779769
zom,20378,2015-07-27,156910,838195,18.71998759
zom,20378,2015-07-28,115967,404421,28.67482153
zom,20378,2015-07-29,90822,324966,27.94815458
zom,20378,2015-07-30,124995,369656,33.81387019
zom,20378,2015-07-31,136857,316168,43.28616432
zom,20378,2015-08-01,75,91,82.41758242
zom,20378,2015-08-02,5,16,31.25
zom,20386,2015-07-31,15942,88274,18.05967782
zom,20386,2015-08-01,30959,340106,9.102750319
zom,20386,2015-08-02,7797,111916,6.966832267
zom,20399,2015-07-03,3859,15579,24.77052442
zom,20399,2015-07-04,2322,6674,34.7917291
zom,20399,2015-07-05,71,1306,5.436447167
zom,20399,2015-07-06,2,34,5.882352941
zom,20399,2015-07-07,1,20,5
zom,20399,2015-07-08,1,6,16.66666667
zom,20399,2015-07-09,18015,27197,66.23892341
zom,20399,2015-07-10,7,10,70
zom,20399,2015-07-11,95471,234135,40.77604801
zom,20399,2015-07-12,92917,226529,41.01770634
zom,20399,2015-07-13,107011,212532,50.35053545
zom,20399,2015-07-14,123793,331593,37.33281463
zom,20399,2015-07-15,48382,108988,44.39204316
zom,20399,2015-07-16,79305,203146,39.03842557
zom,20399,2015-07-17,59518,234818,25.34643852
zom,20399,2015-07-18,28300,90170,31.38516136
zom,20399,2015-07-19,13203,21654,60.97256858
zom,20399,2015-07-20,69406,124028,55.95994453
zom,20399,2015-07-21,97543,211765,46.06190825
zom,20399,2015-07-22,90731,401731,22.58501335
zom,20399,2015-07-23,105844,497914,21.25748623
zom,20399,2015-07-24,133346,450738,29.5839268
zom,20399,2015-07-25,192916,807450,23.8920057
zom,20399,2015-07-26,217607,703369,30.937815
zom,20399,2015-07-27,170036,566440,30.01836029
zom,20399,2015-07-28,136593,558924,24.4385641
zom,20399,2015-07-29,91521,445402,20.54795443
zom,20399,2015-07-30,165684,664869,24.91979623
zom,20399,2015-07-31,124511,852255,14.60959455
zom,20399,2015-08-01,134807,918895,14.6705554
zom,20399,2015-08-02,39546,285319,13.86027569
zom,20400,2015-07-03,532,4599,11.56773212
zom,20400,2015-07-04,576,5745,10.02610966
zom,20400,2015-07-05,585,5259,11.12378779
zom,20400,2015-07-06,576,4965,11.60120846
zom,20400,2015-07-07,517,5031,10.27628702
zom,20400,2015-07-08,429,5012,8.559457302
zom,20400,2015-07-09,509,5001,10.17796441
zom,20400,2015-07-11,596,4803,12.4089111
zom,20400,2015-07-12,628,5030,12.48508946
zom,20400,2015-07-13,657,4902,13.40269278
zom,20400,2015-07-14,585,4260,13.73239437
zom,20400,2015-07-15,228,1617,14.10018553
zom,20400,2015-07-16,270,1672,16.14832536
zom,20400,2015-07-17,457,4853,9.416855553
zom,20400,2015-07-18,524,4502,11.63927143
zom,20400,2015-07-19,475,4365,10.88201604
zom,20400,2015-07-20,502,4578,10.96548711
zom,20400,2015-07-21,567,5389,10.52143255
zom,20400,2015-07-22,495,4663,10.61548359
zom,20400,2015-07-23,389,5797,6.710367431
zom,20400,2015-07-24,576,4586,12.55996511
zom,20400,2015-07-25,488,4606,10.59487625
zom,20400,2015-07-26,558,4622,12.0726958
zom,20400,2015-07-27,482,4530,10.6401766
zom,20400,2015-07-28,596,4763,12.51312198
zom,20400,2015-07-29,576,4774,12.065354
zom,20400,2015-07-30,617,5561,11.09512678
zom,20400,2015-07-31,242987,1674093,14.51454609
zom,20400,2015-08-01,246979,1719075,14.36697061
zom,20400,2015-08-02,151323,1246665,12.13822478
zom,20404,2015-07-03,20688,132570,15.60534057
zom,20404,2015-07-04,23217,116842,19.87042331
zom,20404,2015-07-05,21482,131407,16.34768315
zom,20404,2015-07-06,24348,154659,15.74302174
zom,20404,2015-07-07,29433,131668,22.35395085
zom,20404,2015-07-08,36205,190565,18.99876682
zom,20404,2015-07-09,43623,228730,19.07183142
zom,20404,2015-07-10,1,1,100
zom,20404,2015-07-11,40112,200487,20.00728227
zom,20404,2015-07-12,36855,169159,21.7871943
zom,20404,2015-07-13,33571,141179,23.77903229
zom,20404,2015-07-14,25739,123675,20.81180513
zom,20404,2015-07-15,11611,42998,27.00358156
zom,20404,2015-07-16,14279,38767,36.83287332
zom,20404,2015-07-17,5185,11881,43.64110765
zom,20404,2015-07-18,2411,5320,45.31954887
zom,20404,2015-07-19,2800,6075,46.09053498
zom,20404,2015-07-20,18122,54957,32.97487126
zom,20404,2015-07-21,25396,97731,25.98561357
zom,20404,2015-07-22,24294,96199,25.25390077
zom,20404,2015-07-23,25885,98703,26.22514007
zom,20404,2015-07-24,37649,280659,13.41449945
zom,20404,2015-07-25,19881,188674,10.53722293
zom,20404,2015-07-26,7429,103580,7.172234022
zom,20404,2015-07-27,5786,56640,10.21539548
zom,20404,2015-07-28,7855,96930,8.103786237
zom,20404,2015-07-29,7562,145888,5.183428383
zom,20404,2015-07-30,9220,196685,4.687698604
zom,20404,2015-07-31,9337,171026,5.459403833
zom,20404,2015-08-01,59,102,57.84313725
zom,20404,2015-08-02,2,2,100
zom,20408,2015-07-03,5,97,5.154639175
zom,20408,2015-07-04,2,57,3.50877193
zom,20408,2015-07-05,4,64,6.25
zom,20408,2015-07-06,5,47,10.63829787
zom,20408,2015-07-07,1,16,6.25
zom,20408,2015-07-08,1,9,11.11111111
zom,20408,2015-07-09,2,7,28.57142857
zom,20408,2015-07-11,1,12,8.333333333
zom,20408,2015-07-12,1,5,20
zom,20408,2015-07-13,1,10,10
zom,20408,2015-07-14,1,3,33.33333333
zom,20408,2015-07-15,1,3,33.33333333
zom,20408,2015-07-16,1,1,100
zom,20408,2015-07-17,1,9,11.11111111
zom,20408,2015-07-18,1,7,14.28571429
zom,20408,2015-07-19,2,8,25
zom,20408,2015-07-20,1,6,16.66666667
zom,20408,2015-07-21,1,5,20
zom,20408,2015-07-22,1,3,33.33333333
zom,20408,2015-07-23,1,3,33.33333333
zom,20408,2015-07-24,1,5,20
zom,20408,2015-07-25,1,5,20
zom,20408,2015-07-26,1,3,33.33333333
zom,20408,2015-07-27,1,6,16.66666667
zom,20408,2015-07-28,1,5,20
zom,20408,2015-07-29,1,4,25
zom,20408,2015-07-30,1,1,100
zom,20408,2015-07-31,1,2,50
zom,20408,2015-08-01,1,2,50
zom,20408,2015-08-02,1,1,100
zom,20418,2015-07-04,1,1,100
zom,20418,2015-07-05,1,1,100
zom,20418,2015-07-06,1,5,20
zom,20418,2015-07-07,1,2,50
zom,20418,2015-07-08,1,3,33.33333333
zom,20418,2015-07-11,1,1,100
zom,20418,2015-07-17,1,1,100
zom,20418,2015-07-18,1,1,100
zom,20418,2015-07-21,2,2,100
zom,20418,2015-07-23,1,1,100
zom,20418,2015-08-02,1,1,100
zom,20419,2015-07-03,18126,465095,3.8972683
zom,20419,2015-07-04,11922,442123,2.696534675
zom,20419,2015-07-05,13875,454719,3.051335
zom,20419,2015-07-06,13802,444736,3.10341416
zom,20419,2015-07-07,13914,461027,3.018044496
zom,20419,2015-07-08,12915,434297,2.973771405
zom,20419,2015-07-09,18826,471830,3.989996397
zom,20419,2015-07-10,8,57,14.03508772
zom,20419,2015-07-11,39416,598839,6.582069638
zom,20419,2015-07-12,36976,620812,5.956070437
zom,20419,2015-07-13,20657,1636940,1.261927743
zom,20419,2015-07-14,20626,1148568,1.795801381
zom,20419,2015-07-15,8452,415026,2.036498918
zom,20419,2015-07-16,2215,326741,0.677906966
zom,20419,2015-07-17,429,473266,0.090646698
zom,20419,2015-07-18,4,173,2.312138728
zom,20419,2015-07-19,1,114,0.877192982
zom,20419,2015-07-20,2,88,2.272727273
zom,20419,2015-07-21,1,65,1.538461538
zom,20419,2015-07-22,1,54,1.851851852
zom,20419,2015-07-23,1,36,2.777777778
zom,20419,2015-07-24,1,20,5
zom,20419,2015-07-25,1,8,12.5
zom,20419,2015-07-26,1,12,8.333333333
zom,20419,2015-07-27,1,9,11.11111111
zom,20419,2015-07-28,1,3,33.33333333
zom,20419,2015-07-29,1,4,25
zom,20419,2015-07-30,1,12,8.333333333
zom,20419,2015-07-31,1,5,20
zom,20419,2015-08-01,1,4,25
zom,20419,2015-08-02,1,3,33.33333333
zom,20424,2015-07-03,451,1513,29.80832783
zom,20424,2015-07-04,308,535,57.57009346
zom,20424,2015-07-05,343,690,49.71014493
zom,20424,2015-07-06,2118,4288,49.39365672
zom,20424,2015-07-07,2594,6597,39.32090344
zom,20424,2015-07-08,2791,9702,28.76726448
zom,20424,2015-07-09,2584,8714,29.65343126
zom,20424,2015-07-11,1348,7533,17.89459711
zom,20424,2015-07-12,1166,6739,17.30227037
zom,20424,2015-07-13,1376,18444,7.460420733
zom,20424,2015-07-14,1867,30903,6.041484646
zom,20424,2015-07-15,735,8613,8.533611982
zom,20424,2015-07-16,974,53242,1.829382818
zom,20424,2015-07-17,1285,89251,1.439759779
zom,20424,2015-07-18,1294,84758,1.526699545
zom,20424,2015-07-19,1716,84323,2.03503196
zom,20424,2015-07-20,2041,96339,2.1185605
zom,20424,2015-07-21,1896,106461,1.780933863
zom,20424,2015-07-22,1829,104379,1.752268177
zom,20424,2015-07-23,1681,101109,1.662562185
zom,20424,2015-07-24,1578,106056,1.487893189
zom,20424,2015-07-25,1669,102441,1.629230484
zom,20424,2015-07-26,1915,105232,1.819788657
zom,20424,2015-07-27,97665,664391,14.6999282
zom,20424,2015-07-28,32588,377501,8.632559914
zom,20424,2015-07-29,18822,256087,7.349845951
zom,20424,2015-07-30,31308,381122,8.214692408
zom,20424,2015-07-31,38429,482872,7.958423764
zom,20424,2015-08-01,18323,152544,12.01161632
zom,20424,2015-08-02,15005,100596,14.91610004
zom,20425,2015-07-09,28177,153572,18.34774568
zom,20425,2015-07-10,1,1,100
zom,20425,2015-07-11,83620,528883,15.81068024
zom,20425,2015-07-12,112695,701455,16.06589161
zom,20425,2015-07-13,36519,220027,16.59750849
zom,20425,2015-07-14,117,134,87.31343284
zom,20425,2015-07-15,31,35,88.57142857
zom,20425,2015-07-16,19,19,100
zom,20425,2015-07-17,48,56,85.71428571
zom,20425,2015-07-18,47,51,92.15686275
zom,20425,2015-07-19,11,11,100
zom,20425,2015-07-21,23407,68543,34.14936609
zom,20425,2015-07-22,26024,105755,24.60781996
zom,20425,2015-07-23,24790,75710,32.74336283
zom,20425,2015-07-24,26024,141425,18.40127276
zom,20425,2015-07-25,69032,343784,20.08005026
zom,20425,2015-07-26,69829,396177,17.6257077
zom,20425,2015-07-27,92270,654994,14.08715194
zom,20425,2015-07-28,78931,910506,8.668915965
zom,20425,2015-07-29,66352,544833,12.17841063
zom,20425,2015-07-30,41548,399550,10.39869854
zom,20425,2015-07-31,16848,141679,11.89167061
zom,20425,2015-08-01,6,7,85.71428571
zom,20427,2015-07-06,134473,136283,98.67188131
zom,20427,2015-07-07,119303,143624,83.06620063
zom,20427,2015-07-08,125262,223854,55.95700769
zom,20427,2015-07-09,77438,200206,38.67916046
zom,20427,2015-07-10,29,29,100
zom,20427,2015-07-11,97605,251306,38.83910452
zom,20427,2015-07-12,106119,254797,41.64844955
zom,20427,2015-07-13,95678,270117,35.42094722
zom,20427,2015-07-14,120432,277896,43.33707574
zom,20427,2015-07-15,56010,105428,53.12630421
zom,20427,2015-07-16,110204,231530,47.59815143
zom,20427,2015-07-17,131532,312164,42.13554414
zom,20427,2015-07-18,130199,305306,42.64541149
zom,20427,2015-07-19,120908,294679,41.03040936
zom,20427,2015-07-20,118478,341720,34.67107573
zom,20427,2015-07-21,92643,365021,25.38018361
zom,20427,2015-07-22,108240,369000,29.33333333
zom,20427,2015-07-23,98826,363861,27.16037168
zom,20427,2015-07-24,87601,278886,31.4110425
zom,20427,2015-07-25,77865,282604,27.55268857
zom,20427,2015-07-26,97644,317125,30.79038234
zom,20427,2015-07-27,85062,295423,28.79328962
zom,20427,2015-07-28,98504,305356,32.25874062
zom,20427,2015-07-29,97752,299946,32.58986618
zom,20427,2015-07-30,129861,333989,38.88181946
zom,20427,2015-07-31,117152,301448,38.8630875
zom,20427,2015-08-01,93801,286465,32.74431431
zom,20427,2015-08-02,116846,299564,39.00535445
zom,20429,2015-07-06,102703,107064,95.92673541
zom,20429,2015-07-07,96597,97146,99.43487122
zom,20429,2015-07-08,132142,178323,74.10261155
zom,20429,2015-07-09,92387,176643,52.30153473
zom,20429,2015-07-10,2,2,100
zom,20429,2015-07-11,89078,182334,48.85430035
zom,20429,2015-07-12,74650,191278,39.02696599
zom,20429,2015-07-13,73364,191951,38.22017077
zom,20429,2015-07-14,70827,180050,39.33740628
zom,20429,2015-07-15,28626,48266,59.30883023
zom,20429,2015-07-16,104363,145768,71.59527468
zom,20429,2015-07-17,191949,265585,72.27403656
zom,20429,2015-07-18,201898,278524,72.48854677
zom,20429,2015-07-19,177163,251238,70.51600474
zom,20429,2015-07-20,190371,281199,67.69974289
zom,20429,2015-07-21,218647,677543,32.27057176
zom,20429,2015-07-22,257427,715625,35.97233188
zom,20429,2015-07-23,288018,676191,42.59417827
zom,20429,2015-07-24,262796,690811,38.04166407
zom,20429,2015-07-25,292996,685177,42.76208921
zom,20429,2015-07-26,292067,707426,41.28587301
zom,20429,2015-07-27,319261,727841,43.86411318
zom,20429,2015-07-28,299082,801325,37.32343306
zom,20429,2015-07-29,229794,957622,23.99631587
zom,20429,2015-07-30,238094,3420994,6.959790049
zom,20429,2015-07-31,266531,2509677,10.62013159
zom,20429,2015-08-01,236570,375135,63.06263079
zom,20429,2015-08-02,285232,371931,76.68949348
zom,20434,2015-07-10,1,1,100
zom,20434,2015-07-11,179931,477143,37.71007853
zom,20434,2015-07-12,166462,380704,43.72478356
zom,20434,2015-07-13,158887,356418,44.57883721
zom,20434,2015-07-14,148449,480253,30.91058255
zom,20434,2015-07-15,58903,308243,19.10927418
zom,20434,2015-07-16,384940,1127007,34.15595467
zom,20434,2015-07-17,671300,2411904,27.83278273
zom,20434,2015-07-18,645422,2285732,28.23699366
zom,20434,2015-07-19,618809,2041825,30.30666193
zom,20434,2015-07-20,586640,2391053,24.53479701
zom,20434,2015-07-21,492470,2616277,18.82331267
zom,20434,2015-07-22,474544,795124,59.68176033
zom,20434,2015-07-23,157671,254033,62.06713301
zom,20434,2015-07-24,22,36,61.11111111
zom,20434,2015-07-25,11,14,78.57142857
zom,20434,2015-07-26,7,9,77.77777778
zom,20434,2015-07-27,4,7,57.14285714
zom,20434,2015-07-28,3,3,100
zom,20434,2015-07-29,2,4,50
zom,20434,2015-07-30,2,4,50
zom,20434,2015-07-31,1,2,50
zom,20434,2015-08-01,1,1,100
zom,20434,2015-08-02,4,7,57.14285714
zom,20448,2015-07-21,14040,77299,18.16323626
zom,20448,2015-07-22,20088,95422,21.05174907
zom,20448,2015-07-23,16014,121774,13.15059044
zom,20448,2015-07-24,16205,129155,12.54693972
zom,20448,2015-07-25,16091,111866,14.38417392
zom,20448,2015-07-26,15371,115642,13.29188357
zom,20448,2015-07-27,20484,194254,10.5449566
zom,20448,2015-07-28,40621,478091,8.49649962
zom,20448,2015-07-29,18605,323689,5.74780113
zom,20448,2015-07-30,16094,327410,4.915549311
zom,20448,2015-07-31,5416,111103,4.874755857
zom,20448,2015-08-01,1,5839,0.01712622
zom,20448,2015-08-02,1,515,0.194174757
zom,20451,2015-07-29,6596,57443,11.48268719
zom,20451,2015-07-30,30109,220966,13.62607822
zom,20451,2015-07-31,38171,277215,13.76945692
zom,20451,2015-08-01,39243,273817,14.33183477
zom,20451,2015-08-02,38168,289786,13.17109867
